Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2022-11-20 16:03:31,6,0.061319813,0.044507768,0.18838641,0.97916776,0.0
2022-11-20 16:03:31,40,0.0625956,0.04400198,0.18859388,0.97906995,0.0
2022-11-20 16:03:31,80,0.061447017,0.040306173,0.19017859,0.97899526,0.0
2022-11-20 16:03:31,120,0.051591247,0.03953199,0.19320843,0.9790026,0.0
2022-11-20 16:03:31,160,0.049899846,0.041398995,0.19269036,0.9791152,0.0
2022-11-20 16:03:31,200,0.0530827,0.03807845,0.18824834,0.9799463,0.0
2022-11-20 16:03:31,240,0.05206022,0.03781948,0.18850948,0.97996104,0.0
2022-11-20 16:03:31,280,0.054407734,0.03668101,0.18859303,0.97986066,0.0
2022-11-20 16:03:31,321,0.06083307,0.035230663,0.18833145,0.97958636,0.0
2022-11-20 16:03:31,360,0.060567375,0.0363175,0.18675856,0.97986424,0.0
2022-11-20 16:03:32,400,0.060587633,0.036817692,0.1853414,0.9801133,0.0
2022-11-20 16:03:32,440,0.05707139,0.034596536,0.18718445,0.98005503,0.0
2022-11-20 16:03:32,480,0.051852908,0.03638392,0.18588217,0.98052806,0.0
2022-11-20 16:03:32,520,0.047906402,0.03618752,0.18497105,0.98090833,0.0
2022-11-20 16:03:32,560,0.046152227,0.03640964,0.18752386,0.98049945,0.0
2022-11-20 16:03:32,600,0.045244925,0.03732884,0.18719944,0.9805691,0.0
2022-11-20 16:03:32,640,0.04820656,0.036864154,0.1872266,0.9804404,0.0
2022-11-20 16:03:32,681,0.049044155,0.036487535,0.18617706,0.98061275,0.0
2022-11-20 16:03:32,720,0.048574843,0.03641199,0.186099,0.98065376,0.0
2022-11-20 16:03:32,760,0.04713652,0.035921674,0.18601783,0.9807574,0.0
2022-11-20 16:03:32,800,0.044858944,0.03524763,0.18672082,0.98075515,0.0
2022-11-20 16:03:32,841,0.043849126,0.034254685,0.18729499,0.9807265,0.0
2022-11-20 16:03:32,880,0.043436598,0.033994578,0.18783362,0.9806509,0.0
2022-11-20 16:03:32,920,0.043803446,0.03350024,0.18797235,0.980625,0.0
2022-11-20 16:03:32,960,0.04391734,0.03210816,0.18800162,0.98066086,0.0
2022-11-20 16:03:32,1000,0.0429175,0.03265881,0.18744117,0.9807942,0.0
2022-11-20 16:03:32,1040,0.04304806,0.03260274,0.18807425,0.98066914,0.0
2022-11-20 16:03:32,1081,0.042754475,0.03292879,0.18768103,0.98074645,0.0
2022-11-20 16:03:32,1120,0.042806104,0.033204194,0.18760875,0.9807487,0.0
2022-11-20 16:03:32,1160,0.040359057,0.034125473,0.18761995,0.9808187,0.0
2022-11-20 16:03:32,1200,0.03912698,0.033897903,0.18831655,0.98074305,0.0
2022-11-20 16:03:32,1241,0.03862603,0.034098428,0.18879037,0.98066485,0.0
2022-11-20 16:03:32,1280,0.038825367,0.034208126,0.18985388,0.9804478,0.0
2022-11-20 16:03:32,1320,0.0379902,0.033847786,0.19067165,0.98033434,0.0
2022-11-20 16:03:32,1360,0.03754796,0.03360358,0.191059,0.98028433,0.0
2022-11-20 16:03:33,1400,0.037734944,0.03405214,0.1918735,0.9801026,0.0
2022-11-20 16:03:33,1440,0.037346512,0.034478422,0.19203569,0.98007077,0.0
2022-11-20 16:03:33,1481,0.037144694,0.035021033,0.19187006,0.9800917,0.0
2022-11-20 16:03:33,1520,0.036914952,0.035218373,0.19232424,0.98000425,0.0
2022-11-20 16:03:33,1560,0.036646497,0.035183664,0.19237034,0.9800065,0.0
2022-11-20 16:03:33,1600,0.036978133,0.03546925,0.19239695,0.97997856,0.0
2022-11-20 16:03:33,1641,0.03765461,0.035839908,0.19283077,0.97985405,0.0
2022-11-20 16:03:33,1680,0.037598863,0.036684837,0.19291013,0.9798093,0.0
2022-11-20 16:03:33,1720,0.036691647,0.03714082,0.19303934,0.97980106,0.0
2022-11-20 16:03:33,1760,0.03727001,0.037170574,0.19281878,0.9798215,0.0
2022-11-20 16:03:33,1800,0.03641179,0.03731091,0.19393359,0.97962844,0.0
2022-11-20 16:03:33,1841,0.036943387,0.03664361,0.1945814,0.97950524,0.0
2022-11-20 16:03:33,1880,0.036120243,0.03645403,0.19500104,0.9794596,0.0
2022-11-20 16:03:33,1920,0.036251802,0.036373135,0.19548647,0.97936094,0.0
2022-11-20 16:03:33,1960,0.03695129,0.03688,0.19571424,0.97927034,0.0
2022-11-20 16:03:33,2000,0.037278138,0.037111577,0.19584177,0.9792237,0.0
2022-11-20 16:03:33,2040,0.03668959,0.0366663,0.19573888,0.9792833,0.0
2022-11-20 16:03:33,2080,0.036652,0.036196806,0.19554926,0.97934,0.0
2022-11-20 16:03:33,2120,0.03684824,0.036084045,0.19590917,0.9792649,0.0
2022-11-20 16:03:33,2160,0.03803279,0.03642854,0.19593856,0.97920096,0.0
2022-11-20 16:03:33,2200,0.037543144,0.035851605,0.19601591,0.9792257,0.0
2022-11-20 16:03:33,2240,0.037298813,0.0354976,0.1957038,0.97931033,0.0
2022-11-20 16:03:33,2280,0.037586052,0.035593692,0.19542387,0.97935176,0.0
2022-11-20 16:03:33,2320,0.037477847,0.035535417,0.19564533,0.9793138,0.0
2022-11-20 16:03:33,2360,0.037612785,0.03526217,0.19556282,0.979335,0.0
2022-11-20 16:03:34,2401,0.03807102,0.03489285,0.19580738,0.97928166,0.0
2022-11-20 16:03:34,2440,0.03758107,0.035007007,0.1959556,0.9792669,0.0
2022-11-20 16:03:34,2480,0.03864428,0.034102973,0.19632395,0.9791836,0.0
2022-11-20 16:03:34,2520,0.038900442,0.033288192,0.19627675,0.979211,0.0
2022-11-20 16:03:34,2560,0.04074022,0.032792203,0.19495335,0.9794172,0.0
2022-11-20 16:03:34,2601,0.042030346,0.03236352,0.19337119,0.97969055,0.0
2022-11-20 16:03:34,2640,0.04191844,0.03266193,0.19252409,0.9798523,0.0
2022-11-20 16:03:34,2680,0.043486804,0.033351067,0.19192882,0.97987753,0.0
2022-11-20 16:03:34,2720,0.045210596,0.03452485,0.19319786,0.97950935,0.0
2022-11-20 16:03:34,2760,0.04533054,0.03520499,0.1952813,0.9790664,0.0
2022-11-20 16:03:34,2801,0.04310565,0.03658311,0.1978153,0.97860754,0.0
2022-11-20 16:03:34,2840,0.043486424,0.03812836,0.20066157,0.977952,0.0
2022-11-20 16:03:34,2880,0.042954963,0.037621893,0.20359266,0.9773891,0.0
2022-11-20 16:03:34,2920,0.040479235,0.03693632,0.20556214,0.97710866,0.0
2022-11-20 16:03:34,2960,0.037390243,0.03600862,0.20738277,0.9768816,0.0
2022-11-20 16:03:34,3001,0.035082463,0.035745077,0.20674881,0.9771113,0.0
2022-11-20 16:03:34,3040,0.03699277,0.03602184,0.20601782,0.9771851,0.0
2022-11-20 16:03:34,3080,0.04335221,0.036167566,0.20647545,0.97682154,0.0
2022-11-20 16:03:34,3120,0.048730183,0.034609035,0.20817424,0.9762638,0.0
2022-11-20 16:03:34,3160,0.056451272,0.033637594,0.21132928,0.9752034,0.0
2022-11-20 16:03:34,3200,0.06682411,0.038616933,0.2098124,0.97469074,0.0
2022-11-20 16:03:34,3240,0.07323168,0.040736143,0.20896588,0.9743259,0.0
2022-11-20 16:03:34,3280,0.07501157,0.036729462,0.2081136,0.9745322,0.0
2022-11-20 16:03:34,3320,0.075472854,0.041144215,0.20323874,0.97534865,0.0
2022-11-20 16:03:34,3360,0.07327082,0.043231323,0.19908358,0.97628284,0.0
2022-11-20 16:03:35,3400,0.06513541,0.048459418,0.19242114,0.9779484,0.0
2022-11-20 16:03:35,3440,0.06534542,0.04862958,0.18588077,0.97919023,0.0
2022-11-20 16:03:35,3480,0.05179167,0.04116669,0.18300393,0.98088354,0.0
2022-11-20 16:03:35,3521,0.043521512,0.040241458,0.18468645,0.98100835,0.0
2022-11-20 16:03:35,3560,0.050163306,0.038758155,0.1860493,0.9804933,0.0
2022-11-20 16:03:35,3600,0.052038822,0.03740693,0.18726571,0.98021644,0.0
2022-11-20 16:03:35,3640,0.05173543,0.03671726,0.18660237,0.98038507,0.0
2022-11-20 16:03:35,3680,0.049651887,0.03600455,0.18421063,0.98097134,0.0
2022-11-20 16:03:35,3720,0.04653546,0.03597206,0.1831177,0.9813299,0.0
2022-11-20 16:03:35,3760,0.04411507,0.037509143,0.18322556,0.981364,0.0
2022-11-20 16:03:35,3801,0.045945305,0.03851473,0.18571272,0.9807734,0.0
2022-11-20 16:03:35,3840,0.047308873,0.040604893,0.18888554,0.980018,0.0
2022-11-20 16:03:35,3880,0.056010943,0.044204075,0.19117564,0.97895896,0.0
2022-11-20 16:03:35,3920,0.058224183,0.040314533,0.19296417,0.97864676,0.0
2022-11-20 16:03:35,3960,0.060029253,0.042602375,0.19548565,0.97794014,0.0
2022-11-20 16:03:35,4001,0.075349584,0.044497896,0.19871528,0.9761427,0.0
2022-11-20 16:03:35,4040,0.072844416,0.039877612,0.19900735,0.97647303,0.0
2022-11-20 16:03:35,4080,0.06485451,0.040673442,0.19900593,0.9770037,0.0
2022-11-20 16:03:35,4120,0.061542317,0.034692846,0.19616993,0.9780216,0.0
2022-11-20 16:03:35,4160,0.054171454,0.034292042,0.19638196,0.97842914,0.0
2022-11-20 16:03:35,4200,0.05617462,0.03188363,0.19833907,0.9780028,0.0
2022-11-20 16:03:35,4241,0.052932844,0.032766577,0.19863246,0.9780949,0.0
2022-11-20 16:03:35,4280,0.05236665,0.034727585,0.19969389,0.97784156,0.0
2022-11-20 16:03:35,4320,0.05214867,0.034145206,0.2012891,0.9775466,0.0
2022-11-20 16:03:35,4360,0.048440613,0.034431938,0.20218682,0.97754204,0.0
2022-11-20 16:03:36,4400,0.046835072,0.034258142,0.20334892,0.97738534,0.0
2022-11-20 16:03:36,4441,0.049765516,0.035314742,0.20313957,0.9772464,0.0
2022-11-20 16:03:36,4480,0.056386523,0.038744517,0.20429666,0.9765154,0.0
2022-11-20 16:03:36,4520,0.064720854,0.03973982,0.20351727,0.97612125,0.0
2022-11-20 16:03:36,4560,0.06901019,0.040738557,0.20177731,0.9761475,0.0
2022-11-20 16:03:36,4600,0.07149392,0.042244777,0.198603,0.9765556,0.0
2022-11-20 16:03:36,4640,0.0736708,0.047116835,0.19090067,0.97770625,0.0
2022-11-20 16:03:36,4680,0.07961283,0.05152539,0.18650976,0.9778656,0.0
2022-11-20 16:03:36,4720,0.0793294,0.04716763,0.1829377,0.97878283,0.0
2022-11-20 16:03:36,4761,0.0722101,0.04743098,0.18440601,0.9790457,0.0
2022-11-20 16:03:36,4800,0.07666795,0.043341696,0.18538858,0.9787107,0.0
2022-11-20 16:03:36,4840,0.06439595,0.036866195,0.18625425,0.97969556,0.0
2022-11-20 16:03:36,4880,0.059105273,0.039347652,0.18654585,0.979877,0.0
2022-11-20 16:03:36,4920,0.06182511,0.037240688,0.18394871,0.9802824,0.0
2022-11-20 16:03:36,4960,0.054150805,0.038202424,0.17923942,0.98157096,0.0
2022-11-20 16:03:36,5000,0.0519576,0.03880525,0.17269982,0.9828374,0.0
2022-11-20 16:03:36,5040,0.045927145,0.040297493,0.16779615,0.9839265,0.0
2022-11-20 16:03:36,5081,0.041354403,0.041742694,0.16805069,0.9840256,0.0
2022-11-20 16:03:36,5120,0.04284189,0.042725287,0.17107336,0.98339874,0.0
2022-11-20 16:03:36,5160,0.045261256,0.044094466,0.17329745,0.9828403,0.0
2022-11-20 16:03:36,5200,0.046615675,0.037877798,0.17592646,0.98256916,0.0
2022-11-20 16:03:36,5240,0.049187623,0.039880104,0.1811233,0.9814196,0.0
2022-11-20 16:03:36,5281,0.05959239,0.042181198,0.18459317,0.9800994,0.0
2022-11-20 16:03:36,5320,0.070492834,0.040275317,0.1878493,0.9788367,0.0
2022-11-20 16:03:36,5360,0.07259215,0.03607734,0.18995717,0.9784401,0.0
2022-11-20 16:03:37,5400,0.071016915,0.034751493,0.1933928,0.97793055,0.0
2022-11-20 16:03:37,5441,0.07136573,0.030555423,0.19338232,0.9780473,0.0
2022-11-20 16:03:37,5480,0.05957567,0.0272577,0.19450188,0.9787118,0.0
2022-11-20 16:03:37,5520,0.05696324,0.029061249,0.1946418,0.9787876,0.0
2022-11-20 16:03:37,5560,0.058416683,0.029172419,0.1945579,0.9787153,0.0
2022-11-20 16:03:37,5600,0.0536468,0.03030751,0.19384317,0.97909564,0.0
2022-11-20 16:03:37,5640,0.04948217,0.02961881,0.19487861,0.9791305,0.0
2022-11-20 16:03:37,5680,0.047122456,0.030094905,0.19561754,0.979085,0.0
2022-11-20 16:03:37,5720,0.04724218,0.031708363,0.19730228,0.9786902,0.0
2022-11-20 16:03:37,5760,0.0497395,0.033398766,0.19882978,0.97820103,0.0
2022-11-20 16:03:37,5800,0.054294355,0.037040424,0.1998411,0.97762144,0.0
2022-11-20 16:03:37,5841,0.056739043,0.038609818,0.19893874,0.97760594,0.0
2022-11-20 16:03:37,5880,0.05791086,0.0390864,0.19577348,0.9781571,0.0
2022-11-20 16:03:37,5920,0.060273718,0.04363187,0.19478828,0.9780188,0.0
2022-11-20 16:03:37,5960,0.06760098,0.049600143,0.19503671,0.9772055,0.0
2022-11-20 16:03:37,6000,0.071810745,0.047148466,0.19545873,0.97694224,0.0
2022-11-20 16:03:37,6040,0.06665536,0.050819494,0.19578812,0.9770576,0.0
2022-11-20 16:03:37,6081,0.054834,0.040171646,0.19306466,0.97882867,0.0
2022-11-20 16:03:37,6120,0.034878265,0.044628296,0.19420683,0.97932404,0.0
2022-11-20 16:03:37,6160,0.04356994,0.045212507,0.19968313,0.9778467,0.0
2022-11-20 16:03:37,6200,0.047205973,0.03959678,0.20119676,0.9776111,0.0
2022-11-20 16:03:37,6240,0.04161101,0.03930891,0.20075028,0.97796863,0.0
2022-11-20 16:03:37,6280,0.041199245,0.039397065,0.19810615,0.9785216,0.0
2022-11-20 16:03:37,6320,0.037403107,0.041341722,0.19531293,0.9791551,0.0
2022-11-20 16:03:37,6361,0.036111802,0.043711435,0.19420412,0.9793212,0.0
2022-11-20 16:03:38,6400,0.03727713,0.04575459,0.19503227,0.9790196,0.0
2022-11-20 16:03:38,6440,0.041714486,0.049146056,0.19750628,0.9781799,0.0
2022-11-20 16:03:38,6480,0.050728068,0.048660137,0.19858986,0.9775587,0.0
2022-11-20 16:03:38,6520,0.047896706,0.044530947,0.20072177,0.9774629,0.0
2022-11-20 16:03:38,6561,0.050524913,0.045980074,0.2056779,0.9762324,0.0
2022-11-20 16:03:38,6600,0.06350888,0.04982637,0.20983502,0.9743989,0.0
2022-11-20 16:03:38,6640,0.06695294,0.044923626,0.21424054,0.97344756,0.0
2022-11-20 16:03:38,6680,0.06458441,0.04512839,0.21647379,0.973104,0.0
2022-11-20 16:03:38,6720,0.060192216,0.036583435,0.21632789,0.9737766,0.0
2022-11-20 16:03:38,6761,0.05186918,0.03571124,0.21538648,0.97449625,0.0
2022-11-20 16:03:38,6800,0.050785355,0.03281761,0.2159213,0.9745367,0.0
2022-11-20 16:03:38,6840,0.042337738,0.032495562,0.21569522,0.9750011,0.0
2022-11-20 16:03:38,6880,0.04088525,0.032954816,0.2169501,0.97476923,0.0
2022-11-20 16:03:38,6920,0.03914104,0.0317142,0.21783032,0.97468567,0.0
2022-11-20 16:03:38,6960,0.037188966,0.031729456,0.21637382,0.9750859,0.0
2022-11-20 16:03:38,7000,0.037535973,0.033146642,0.21461326,0.9754145,0.0
2022-11-20 16:03:38,7041,0.03829541,0.035254803,0.21195273,0.9758927,0.0
2022-11-20 16:03:38,7080,0.04305017,0.03712462,0.21047005,0.9759461,0.0
2022-11-20 16:03:38,7120,0.048651956,0.035189193,0.20957628,0.97594696,0.0
2022-11-20 16:03:38,7160,0.050775047,0.035710823,0.20858304,0.9760327,0.0
2022-11-20 16:03:38,7200,0.05198801,0.03856168,0.20670767,0.9762593,0.0
2022-11-20 16:03:38,7240,0.05653027,0.043577462,0.20436613,0.9762888,0.0
2022-11-20 16:03:38,7280,0.06511347,0.042029552,0.20286751,0.9761345,0.0
2022-11-20 16:03:38,7320,0.062429756,0.03622073,0.20152226,0.97682106,0.0
2022-11-20 16:03:38,7360,0.05965024,0.03913574,0.20003682,0.9771876,0.0
2022-11-20 16:03:39,7400,0.05336633,0.032308657,0.1962042,0.97857654,0.0
2022-11-20 16:03:39,7441,0.04089793,0.034729272,0.19550908,0.9792331,0.0
2022-11-20 16:03:39,7480,0.04556901,0.0347084,0.19832116,0.9784618,0.0
2022-11-20 16:03:39,7520,0.04263777,0.03456497,0.19972055,0.97831434,0.0
2022-11-20 16:03:39,7560,0.041885216,0.034964878,0.19985393,0.9783054,0.0
2022-11-20 16:03:39,7600,0.041100956,0.034179896,0.19858399,0.978625,0.0
2022-11-20 16:03:39,7640,0.03610092,0.03430289,0.19709128,0.97911954,0.0
2022-11-20 16:03:39,7680,0.032988306,0.03485069,0.19663797,0.97930115,0.0
2022-11-20 16:03:39,7720,0.0356958,0.03742926,0.20091866,0.97824156,0.0
2022-11-20 16:03:39,7761,0.03770443,0.03691202,0.20461498,0.9774194,0.0
2022-11-20 16:03:39,7800,0.03662931,0.035596784,0.20788036,0.9768198,0.0
2022-11-20 16:03:39,7840,0.040493537,0.03873373,0.21020487,0.97605014,0.0
2022-11-20 16:03:39,7880,0.046054427,0.040679984,0.21255447,0.9752152,0.0
2022-11-20 16:03:39,7921,0.04914907,0.039774235,0.21478711,0.9746122,0.0
2022-11-20 16:03:39,7960,0.045524757,0.03296026,0.21606421,0.9747602,0.0
2022-11-20 16:03:39,8000,0.041538514,0.03515498,0.21374078,0.97537357,0.0
2022-11-20 16:03:39,8040,0.045262758,0.02742072,0.21415906,0.9753642,0.0
2022-11-20 16:03:39,8080,0.035193283,0.02456525,0.21609636,0.9754283,0.0
2022-11-20 16:03:39,8121,0.037538372,0.024747197,0.21763577,0.9749939,0.0
2022-11-20 16:03:39,8160,0.037397295,0.026612982,0.21711484,0.9750663,0.0
2022-11-20 16:03:39,8200,0.03500795,0.030263247,0.21672092,0.9751362,0.0
2022-11-20 16:03:39,8240,0.03582757,0.032063268,0.21766406,0.9748388,0.0
2022-11-20 16:03:39,8280,0.035179,0.032980613,0.21835816,0.97467655,0.0
2022-11-20 16:03:39,8320,0.035582792,0.03387176,0.21869525,0.9745558,0.0
2022-11-20 16:03:39,8361,0.038312517,0.033894856,0.2185908,0.9744749,0.0
2022-11-20 16:03:40,8400,0.038523514,0.03440513,0.21733195,0.97473025,0.0
2022-11-20 16:03:40,8440,0.044986095,0.037005294,0.21660206,0.9745206,0.0
2022-11-20 16:03:40,8480,0.050941035,0.037243184,0.21342991,0.97491825,0.0
2022-11-20 16:03:40,8520,0.050801028,0.038405836,0.20936587,0.97576135,0.0
2022-11-20 16:03:40,8561,0.057906996,0.04305098,0.20611857,0.975863,0.0
2022-11-20 16:03:40,8600,0.057535198,0.043305192,0.2012325,0.97689295,0.0
2022-11-20 16:03:40,8640,0.043728754,0.04245055,0.19744581,0.9784176,0.0
2022-11-20 16:03:40,8681,0.048788007,0.05275568,0.19805408,0.97755367,0.0
2022-11-20 16:03:40,8720,0.051558044,0.051444348,0.19559984,0.9779754,0.0
2022-11-20 16:03:40,8760,0.030434716,0.048681904,0.1956155,0.97899866,0.0
2022-11-20 16:03:40,8800,0.035176158,0.051783197,0.19828218,0.9781438,0.0
2022-11-20 16:03:40,8841,0.042746194,0.049224958,0.19978635,0.97766817,0.0
2022-11-20 16:03:40,8880,0.042383324,0.050055165,0.19828412,0.9779476,0.0
2022-11-20 16:03:40,8920,0.041768413,0.046788238,0.19554874,0.97868633,0.0
2022-11-20 16:03:40,8960,0.038339235,0.044266768,0.19472355,0.9791084,0.0
2022-11-20 16:03:40,9001,0.03773984,0.04206874,0.19636975,0.97889984,0.0
2022-11-20 16:03:40,9040,0.040636264,0.039769787,0.19903325,0.9783419,0.0
2022-11-20 16:03:40,9080,0.039220277,0.038008694,0.20193708,0.9778745,0.0
2022-11-20 16:03:40,9120,0.04421107,0.04006284,0.20496155,0.97694993,0.0
2022-11-20 16:03:40,9160,0.047719155,0.040382005,0.20791869,0.9761465,0.0
2022-11-20 16:03:40,9200,0.04284048,0.040033877,0.21105699,0.97571355,0.0
2022-11-20 16:03:40,9241,0.046170685,0.041370306,0.21467966,0.97471505,0.0
2022-11-20 16:03:40,9280,0.052335,0.04264932,0.2187191,0.9734495,0.0
2022-11-20 16:03:40,9320,0.05177838,0.034624882,0.22266893,0.9729022,0.0
2022-11-20 16:03:40,9360,0.047549803,0.035577934,0.22256239,0.973108,0.0
2022-11-20 16:03:41,9400,0.05074638,0.03008599,0.22313464,0.9730008,0.0
2022-11-20 16:03:41,9440,0.03476523,0.028068135,0.22296962,0.97380084,0.0
2022-11-20 16:03:41,9480,0.035088237,0.031063186,0.22407973,0.97344345,0.0
2022-11-20 16:03:41,9520,0.03644175,0.03203499,0.22501092,0.9731474,0.0
2022-11-20 16:03:41,9561,0.035979383,0.033302292,0.22607367,0.9728757,0.0
2022-11-20 16:03:41,9600,0.03749039,0.03286221,0.22692734,0.97263485,0.0
2022-11-20 16:03:41,9640,0.035813157,0.032916628,0.22478816,0.9731928,0.0
2022-11-20 16:03:41,9680,0.03653097,0.0333005,0.22264986,0.9736445,0.0
2022-11-20 16:03:41,9720,0.038682945,0.034297265,0.22063282,0.97398585,0.0
2022-11-20 16:03:41,9761,0.041355506,0.035505306,0.2165726,0.9747438,0.0
2022-11-20 16:03:41,9800,0.042618908,0.03720483,0.21308975,0.97539335,0.0
2022-11-20 16:03:41,9840,0.047004465,0.037939966,0.20917398,0.976011,0.0
2022-11-20 16:03:41,9880,0.04834567,0.037388377,0.20379592,0.9771039,0.0
2022-11-20 16:03:41,9920,0.051294416,0.038722955,0.20067881,0.97754663,0.0
2022-11-20 16:03:41,9961,0.058622193,0.036778502,0.19752617,0.9778518,0.0
2022-11-20 16:03:41,10000,0.04682091,0.031909462,0.1920093,0.9797561,0.0
2022-11-20 16:03:41,10040,0.04497265,0.040148076,0.18723226,0.980464,0.0
2022-11-20 16:03:41,10080,0.044001233,0.032767933,0.18139456,0.9818789,0.0
2022-11-20 16:03:41,10121,0.029331157,0.03884963,0.18012987,0.9824376,0.0
2022-11-20 16:03:41,10160,0.045715075,0.038663387,0.1823704,0.98140526,0.0
2022-11-20 16:03:41,10200,0.050562687,0.03536774,0.18070666,0.9815995,0.0
2022-11-20 16:03:41,10240,0.047451284,0.03530769,0.17719954,0.98239607,0.0
2022-11-20 16:03:41,10280,0.0511431,0.033229798,0.17257734,0.9831059,0.0
2022-11-20 16:03:41,10320,0.05164281,0.031801775,0.169848,0.9836022,0.0
2022-11-20 16:03:41,10360,0.050594393,0.03482293,0.17710361,0.9822738,0.0
2022-11-20 16:03:42,10400,0.05543036,0.031547386,0.18486303,0.98069257,0.0
2022-11-20 16:03:42,10441,0.04788259,0.025793467,0.19595121,0.9791042,0.0
2022-11-20 16:03:42,10480,0.04267019,0.03213186,0.20581518,0.97713196,0.0
2022-11-20 16:03:42,10520,0.05409315,0.027591268,0.2059346,0.97667986,0.0
2022-11-20 16:03:42,10560,0.056848854,0.030973045,0.207058,0.97618437,0.0
2022-11-20 16:03:42,10601,0.049835395,0.03827952,0.21126366,0.975407,0.0
2022-11-20 16:03:42,10640,0.049378008,0.04596233,0.21161571,0.9750221,0.0
2022-11-20 16:03:42,10680,0.05838834,0.049321145,0.21364942,0.9739159,0.0
2022-11-20 16:03:42,10721,0.060343258,0.044677842,0.21597435,0.97350794,0.0
2022-11-20 16:03:42,10760,0.062013026,0.048157234,0.21569659,0.97329867,0.0
