time(ms),acc.x,acc.y,acc.z,acclinear.x,acclinear.y,acclinear.z,gravity.x,gravity.y,gravity.z,gyroscope.x,gyroscope.y,gyroscope.z,RV.x,RV.y,RV.z,RV.cos,RV.heading
2562,0.108,1.07295,9.56805,-0.128,0.061,-0.162,0.223,1.015,9.751,0.0309375,0.0015125,0.004675,0.052735,-0.006139,0.100713,0.993497,0
2601,0.35700002,0.97800004,9.71595,0.131,-0.042,-0.04,0.222,1.008,9.752,-0.072325,0.037675,4.13E-04,0.05238,-0.006072,0.10096,0.993491,0
2641,0.19395001,0.9580501,10.008,-0.01,-0.03,0.242,0.199,0.983,9.755,0.0171875,0.061049998,0.0037125,0.050994,-0.004993,0.101015,0.993564,0
2681,0.22695,1.0489501,9.675,0.029,0.06,-0.082,0.202,1.002,9.753,0.0149875,-0.0166375,-0.0048125,0.051949,-0.005106,0.100927,0.993523,0
2722,0.20400001,1.06095,9.678,0.002,0.044,-0.082,0.187,1.003,9.753,-0.01155,0.0653125,0.0165,0.051955,-0.004353,0.101026,0.993516,0
2761,0.20595,1.07805,9.678,0.007,0.086,-0.083,0.183,1.002,9.753,-0.0319,-0.0347875,-0.00165,0.051826,-0.004181,0.101154,0.993511,0
2801,0.048,1.06605,9.781051,-0.135,0.076,0.024,0.176,0.986,9.755,-0.066,0.0589875,-0.0070125,0.051004,-0.003593,0.101029,0.993568,0
2841,-0.05595,1.0489501,9.844951,-0.211,0.078,0.076,0.156,0.97,9.757,-0.039325,-0.064625,0.005775,0.050081,-0.003023,0.100962,0.993624,0
2881,-0.094950005,0.87000006,10.21905,-0.256,-0.097,0.456,0.174,0.955,9.758,0.0064625,-0.097625,0.0952875,0.049442,-0.003893,0.101668,0.993581,0
2922,0.28305,0.86295,9.723001,0.058,-0.12,0.008,0.201,0.966,9.756,0.097075,-0.0603625,0.1496,0.050249,-0.005133,0.104208,0.993272,0
2961,0.33,1.0180501,9.4459505,0.097,0.025,-0.315,0.229,0.981,9.754,-0.0499125,0.0185625,0.0452375,0.051032,-0.006332,0.105958,0.993039,0
3001,0.048,1.0159501,10.188001,-0.148,0.069,0.428,0.187,0.936,9.76,-0.1106875,0.0919875,0.0473,0.048559,-0.004421,0.106721,0.993092,0
3041,0.07395,1.011,9.762,-0.113,0.076,-0.008,0.183,0.931,9.76,0.0427625,-0.088,0.0441375,0.048304,-0.004174,0.107702,0.993,0
3081,0.48795003,0.92295,9.823951,0.257,-0.016,0.06,0.219,0.928,9.76,-0.072325,-0.00605,0.0622875,0.048268,-0.006,0.108751,0.992878,0
3122,0.24705002,0.975,9.958051,0.027,0.063,0.193,0.217,0.903,9.762,-0.0276375,0.0356125,0.006875,0.047047,-0.006003,0.109381,0.992867,0
3161,0.381,0.84105,10.066051,0.144,-0.074,0.303,0.223,0.905,9.762,0.0565125,-0.0358875,0.0463375,0.047143,-0.006559,0.1099,0.992802,0
3201,0.105000004,0.99405,9.252001,-0.147,0.057,-0.51,0.243,0.937,9.758,0.05335,-0.0539,0.0037125,0.04896,-0.00709,0.110295,0.992666,0
3241,0.23205002,0.83895004,9.9199505,-0.021,-0.096,0.156,0.253,0.926,9.759,-0.0435875,0.0067375,0.06545,0.048453,-0.007585,0.110964,0.992613,0
3281,0.16305001,0.93405,9.45495,-0.121,0.026,-0.321,0.257,0.913,9.76,-0.0361625,-0.0325875,0.0697125,0.047767,-0.007878,0.112247,0.9925,0
3321,0.51495004,0.85095006,10.153951,0.231,-0.035,0.383,0.272,0.878,9.763,-0.0680625,0.0462,0.039875,0.04614,-0.008697,0.113612,0.992415,0
