Timestamp,Milliseconds,linear-x,linear-y,linear-z,gravity-x,gravity-y,gravity-z,rotation-x,rotation-y,rotation-z,rotation-w,acc-x,acc-y,acc-z,gyr-x,gyr-y,gyr-z
2023/5/9 22:17,0,0.5907781,0.27224788,1.022377,-0.3194378,-0.061283965,9.801254,0.016136527,0.002863629,-0.99979377,0.011992463,-0.53744507,-0.51885986,9.934586,0.20191956,-0.06504822,-0.080596924
2023/5/9 22:17,41,-0.3003764,-0.1473361,-0.39568138,-0.33672643,-0.010782315,9.800861,0.017162265,7.72E-04,-0.999769,0.012919556,-0.5823364,-0.11244202,9.480286,0.06236267,0.042541504,0.018478394
2023/5/9 22:17,80,0.45796514,0.017139295,-0.73809814,-0.32491198,-0.016666684,9.801251,0.016554236,0.001088197,-0.99975884,0.014387271,-0.06878662,-0.15673828,9.156464,-0.11979675,-0.028839111,-0.059280396
2023/5/9 22:17,120,-0.52568704,-0.43987364,0.22490025,-0.3041438,-0.086220324,9.801554,0.015441146,0.004629367,-0.99975693,0.015039578,-0.77986145,-0.50090027,10.139893,-0.1272583,-0.1342926,0.053634644
2023/5/9 22:17,161,0.42340723,0.08189745,0.17537117,-0.27576745,-0.13789918,9.801803,0.013931724,0.007286404,-0.999711,0.018188491,0.18499756,-0.06037903,10.099777,-0.201828,0.06277466,0.09623718
2023/5/9 22:17,200,0.20184773,0.13931488,1.3778629,-0.32125726,-0.17707904,9.7997875,0.01619832,0.009356335,-0.99962455,0.020020856,-0.14898682,-0.03164673,11.23703,0.11668396,0.12243652,-0.023071289
2023/5/9 22:17,240,-0.609148,-0.072439365,-0.6019535,-0.35611737,-0.10435263,9.799626,0.018046897,0.005693832,-0.9996095,0.02056333,-0.971405,-0.15614319,9.230682,0.19657898,-0.08955383,0.04724121
2023/5/9 22:17,280,0.3245205,-0.057395797,-0.053539276,-0.26060423,-0.05830964,9.803013,0.013217466,0.003273992,-0.9996498,0.022688244,0.19517517,-0.0627594,9.91423,0.07621765,-0.3111267,0.036590576
2023/5/9 22:17,320,0.11878209,0.037789807,-0.0629673,-0.19416131,-0.040557653,9.804645,0.009849015,0.002298472,-0.99967647,0.023338718,-0.16815186,-0.050201416,9.85437,-0.014343262,0.021240234,-0.04650879
2023/5/9 22:17,361,-0.014460728,-0.08444828,0.113155365,-0.21337517,-0.043195676,9.804234,0.010928014,0.002343734,-0.9996396,0.024409056,-0.2363739,-0.14537048,10.042923,0.054901123,0.0382843,0.018478394
