Timestamp,Milliseconds,linear-x,linear-y,linear-z,gravity-x,gravity-y,gravity-z,rotation-x,rotation-y,rotation-z,rotation-w,acc-x,acc-y,acc-z,gyr-x,gyr-y,gyr-z
2023/4/26 16:14,3,-0.115674995,-0.04487413,0.09323025,-0.06877242,1.0414741,9.750948,0.023382574,0.047810413,0.86423963,0.50025713,-0.13339986,0.9762716,9.675079,0.055739813,-0.10796725,0.02443389
2023/4/26 16:14,41,0.06679465,0.16693985,-0.11647415,-0.04371975,1.0577824,9.749337,0.025163932,0.04790617,0.8644391,0.4998168,-0.010169496,1.1750255,9.538539,-0.06398625,0.03130592,0.004886778
2023/4/26 16:14,81,-0.018385869,0.025032043,0.11794853,-0.04960376,1.0505258,9.750093,0.024634646,0.047678962,0.8646121,0.49956563,-0.10348958,0.9870393,9.68465,0.032527618,-0.009009997,-0.002443389
2023/4/26 16:14,121,-0.12271693,0.006493568,0.044605255,-0.04267011,1.064426,9.748618,0.025216406,0.04810698,0.86452335,0.49964914,-0.1742274,1.0553843,9.603145,0.032527618,-0.037108973,0.017103724
2023/4/26 16:14,162,-0.0236323,5.50E-04,-0.05788517,-0.05091829,1.0817695,9.746671,0.025337752,0.048933852,0.86473763,0.49919164,-0.048454657,1.0757233,9.466754,0.034971006,0.014202199,0.041537613
2023/4/26 16:14,202,0.10055998,0.10735834,-0.011370659,-0.04612249,1.0889636,9.745893,0.02574836,0.049343757,0.86484367,0.49894658,0.053240303,1.1977572,9.597163,0.010537115,-0.04199575,0.017103724
2023/4/26 16:14,241,0.023550633,-0.016921401,0.035289764,-0.015453381,1.1141213,9.743145,0.02738517,0.049527485,0.8649388,0.4986762,0.002991028,1.0840982,9.5636635,0.06673507,-0.033443887,0.009773556
2023/4/26 16:14,281,-0.0491354,0.02821374,-0.10979366,-0.008482567,1.1291226,9.741426,0.02827151,0.05008872,0.8650198,0.49843016,-0.061615184,1.1510973,9.478718,0.02519745,-0.024892027,0.014660334
2023/4/26 16:14,322,-0.021423735,0.045211196,0.08813763,0.01268198,1.1482564,9.739185,0.029566402,0.0504403,0.8646501,0.4989608,0.020937199,1.1869895,9.652348,0.07040015,-0.11285403,0.007330167
2023/4/26 16:14,361,0.07829076,0.07642937,0.001200676,0.059859205,1.1793112,9.735298,0.032317337,0.050591074,0.8644658,0.49909428,0.14790635,1.2228819,9.564859,0.037414394,-0.033443887,0.03420745
2023/4/26 16:14,401,0.07756035,0.10658407,-0.12899208,0.0758342,1.1953938,9.733225,0.03373357,0.050977696,0.86471725,0.49852517,0.15747765,1.2936198,9.385398,-0.016340164,-0.029778805,0.006108473
2023/4/26 16:14,441,0.046319157,0.13182819,-0.1834526,0.081550635,1.1767668,9.735448,0.033774916,0.05026904,0.86413836,0.499597,0.15628123,1.343869,9.397363,-0.094528615,-0.013896775,0.001221695
2023/4/26 16:14,481,0.103644684,-0.15902227,0.23848248,0.10119395,1.1532696,9.738075,0.033882838,0.048578452,0.863908,0.5001551,0.11306087,0.97866446,9.882058,0.014202199,-0.09575031,-0.06352811
2023/4/26 16:14,521,-0.19145404,-0.27499652,0.25497055,0.13141243,1.1771199,9.73486,0.035488617,0.048297767,0.8637472,0.50034857,-0.048454657,0.94755775,9.730114,0.17790927,-0.0749815,-0.015882028
2023/4/26 16:14,561,-0.12599505,-0.061695457,-0.04117775,0.14335358,1.2218499,9.729179,0.037389085,0.050230306,0.8640944,0.4994195,0.032901313,1.1379367,9.57802,0.10094251,-0.052991,0.041537613
2023/4/26 16:14,601,-0.016937733,0.033563852,0.07281971,0.1759299,1.2814202,9.720978,0.03939345,0.05177264,0.86462986,0.49817958,0.1957628,1.3031911,9.610324,0.20478654,-0.16050012,0.076966755
2023/4/26 16:14,641,0.1833607,0.16170561,-0.39573097,0.23544607,1.3512926,9.71025,0.04406449,0.05351614,0.86477447,0.4973525,0.38001016,1.5113666,9.142377,0.08872557,-0.038330667,0.023212196
2023/4/26 16:14,681,-0.03404264,0.057855606,-0.018439293,0.24018435,1.3815379,9.705877,0.045816727,0.054965347,0.86452216,0.49747473,0.1538884,1.384547,9.507432,0.04963134,-0.009009997,0.03787253
2023/4/26 16:14,722,0.011262625,0.019935846,-0.3145895,0.25411892,1.3890634,9.704449,0.046569988,0.05530284,0.86473787,0.49699226,0.2567798,1.3929219,9.198608,-0.06642964,-0.006566608,0.02687728
2023/4/26 16:14,761,0.014530286,-0.054170012,0.15962315,0.24361666,1.3562491,9.709357,0.04546979,0.054058008,0.86507535,0.4966436,0.2902793,1.2252748,9.733704,-0.04566083,0.028862532,0.042759307
2023/4/26 16:14,801,0.043102175,-0.06483114,-0.003219605,0.25143248,1.350923,9.709902,0.045267057,0.053525656,0.86551845,0.49594727,0.29267213,1.261167,9.4512005,0.030084228,-0.02611372,0.035429142
2023/4/26 16:14,841,0.02621013,0.059774637,-0.10393715,0.2578529,1.3432093,9.710802,0.04565071,0.053126074,0.86593395,0.49522927,0.30343983,1.3498511,9.422487,-0.07375981,0.059404895,0.04031592
2023/4/26 16:14,881,0.030237481,-0.10332787,0.3129444,0.23094077,1.3119084,9.715757,0.04372433,0.052442454,0.8662861,0.49485996,0.22328027,1.1439188,9.871291,-0.052991,0.0581832,0.041537613
2023/4/26 16:14,921,0.110584766,-0.22214651,0.114569664,0.24008939,1.3071499,9.716178,0.043469336,0.052046396,0.8668857,0.49387324,0.301047,1.167847,9.592378,0.059404895,-0.020005248,0.017103724
2023/4/26 16:14,962,0.040104017,-2.29E-05,-0.21867657,0.22921796,1.3186423,9.714887,0.043631416,0.052656062,0.8670165,0.4935646,0.2711367,1.2996018,9.300303,-0.004123219,0.08383878,0.039094225
2023/4/26 16:14,1001,0.05176243,-0.049848557,0.095472336,0.20764922,1.2986007,9.718071,0.042246334,0.052647203,0.86740345,0.49300587,0.24720849,1.208525,9.685847,-0.028557109,0.009315421,0.01343864
2023/4/26 16:14,1042,-0.011608765,-0.119793534,-0.15662003,0.21424013,1.2976453,9.718056,0.042341914,0.052205287,0.86739534,0.4930589,0.23285155,1.2312568,9.349505,-0.009009997,0.06795676,0.014660334
2023/4/26 16:14,1081,0.10873836,0.057706594,0.014820099,0.19178222,1.2799788,9.720867,0.041113276,0.052125152,0.86775255,0.49254256,0.28669006,1.3534403,9.595966,-0.055434387,0.065513365,-0.002443389
2023/4/26 16:14,1122,0.07249004,-0.02765882,0.067448616,0.1907797,1.2728112,9.7218275,0.040523607,0.051807012,0.8675326,0.4930122,0.22926232,1.1893824,9.568449,-0.002901525,-0.04199575,-0.020768806
2023/4/26 16:14,1161,0.015878066,0.00133276,0.006385803,0.18204007,1.2631304,9.723258,0.040313676,0.051500335,0.8680523,0.49214602,0.19695921,1.2683456,9.576824,-0.02611372,0.08628218,-0.01343864
2023/4/26 16:14,1201,-0.057706654,0.06256974,-0.030665398,0.1679213,1.2625153,9.723592,0.03929805,0.05186029,0.8679535,0.49236465,0.1369891,1.2876377,9.479915,-0.020005248,-0.005344913,-0.006108473
2023/4/26 16:14,1242,0.08495942,-0.0451051,0.1215868,0.16407481,1.2401447,9.726537,0.0388827,0.051145844,0.86729723,0.4936272,0.2388336,1.1774184,9.716953,-0.05054761,0.039857782,-0.015882028
2023/4/26 16:14,1281,-0.05881226,3.30E-04,0.08077335,0.15669145,1.2435411,9.726224,0.038289595,0.051034547,0.86734045,0.49360904,0.14192429,1.2228819,9.520593,0.048409645,-0.005344913,0.001221695
2023/4/26 16:14,1321,0.04564482,0.12528193,-0.073758125,0.15525846,1.2487872,9.7255745,0.038458113,0.05156812,0.86757225,0.49313298,0.21490538,1.3259228,9.57802,-0.03955236,0.012980504,-0.008551862
2023/4/26 16:14,1361,0.04529883,-0.06957531,0.007433891,0.1476448,1.2414575,9.726632,0.038012035,0.051403586,0.8679964,0.49243787,0.15508482,1.1403296,9.507432,0.005650337,0.041079476,-0.036650836
2023/4/26 16:14,1401,-0.13934068,-0.006080151,-0.1879406,0.13894203,1.2365367,9.727387,0.03746783,0.051436983,0.86719704,0.4938823,0.036490545,1.1774184,9.410522,-0.040774055,-0.031000499,-0.006108473
2023/4/26 16:14,1441,-0.06889145,-0.055897832,-0.030225754,0.13860427,1.2118688,9.730496,0.03707169,0.0505098,0.866891,0.49454468,0.10229317,1.1307583,9.532557,-0.06398625,0.01175881,0.015882028
2023/4/26 16:14,1481,0.011103854,0.004923582,0.030928612,0.13334045,1.1878484,9.733531,0.036023945,0.049428947,0.867184,0.49421751,0.15747765,1.161865,9.599556,-0.035887275,0.004428643,-0.002443389
2023/4/26 16:14,1521,-0.05220121,-0.013891816,0.1951828,0.14342095,1.1850029,9.733734,0.0361573,0.048959397,0.8669731,0.49462435,0.08315059,1.1642578,9.736096,0.028862532,-0.04688253,-0.004886778
2023/4/26 16:14,1561,0.021599352,-0.009167552,-0.072356224,0.1425844,1.1932579,9.7327385,0.036653988,0.049178597,0.8666357,0.49515706,0.17183457,1.1750255,9.445219,0.010537115,0.039857782,0.008551862
