Timestamp,Milliseconds,linear-x,linear-y,linear-z,gravity-x,gravity-y,gravity-z,rotation-x,rotation-y,rotation-z,rotation-w,acc-x,acc-y,acc-z,gyr-x,gyr-y,gyr-z
2022/12/14 18:49,9,-0.27562934,-0.06500772,-0.3929081,0.12808943,-0.049642432,9.805687,-0.006913412,0.001124287,-0.97831345,0.2070114,0.09461975,-0.11424255,9.931,-0.17137146,-0.14779663,-0.035324097
2022/12/14 18:49,41,-0.07832205,-0.16849604,0.48663425,0.15247998,-0.09006678,9.805051,-0.008551437,0.003094826,-0.97837716,0.20662875,0.006027222,-0.23155212,10.390076,-0.07229614,0.01626587,0.013687134
2022/12/14 18:49,80,0.19635986,0.060187638,0.18733692,0.15158151,-0.10099735,9.804958,-0.008628136,0.003436449,-0.97825557,0.20719503,0.4214325,-0.01966858,10.075836,0.012924194,-0.01676941,0.02645874
2022/12/14 18:49,121,0.23738003,0.1363917,0.1593275,0.14357255,-0.08699195,9.805214,-0.008079689,0.002825093,-0.9783301,0.2068745,0.28315735,0.016845703,10.038132,0.053390503,0.04396057,-0.06941223
2022/12/14 18:49,160,-0.04348737,0.038121983,-0.18128395,0.14224954,-0.07359328,9.805343,-0.00794266,0.002162569,-0.9783984,0.20656425,0.23048401,0.028808594,9.787338,-0.004119873,-0.027420044,0.020080566
2022/12/14 18:49,200,-0.13876909,-0.10885591,-0.11547279,0.15093441,-0.07119397,9.80523,-0.008366772,0.001930001,-0.9783478,0.20678942,0.055114746,-0.20103455,9.810684,0.006530762,-0.039138794,0.001968384
2022/12/14 18:49,240,-0.15430966,-0.09960174,-0.006940842,0.17279692,-0.07414404,9.804848,-0.009520549,0.001864538,-0.97813106,0.20776302,0.08024597,-0.17289734,9.901062,-0.005187988,-0.0519104,0.062683105
2022/12/14 18:49,280,0.018692493,0.17262447,-0.06365681,0.18193847,-0.07875257,9.8046465,-0.009945496,0.002057711,-0.97767127,0.2098945,0.22569275,0.06472778,9.995041,-0.031829834,-0.005050659,0.06800842
2022/12/14 18:49,320,-0.24250612,-0.030414797,0.62932205,0.18061326,-0.08067265,9.804655,-0.00980515,0.001894948,-0.9773545,0.21137254,-0.038864136,-0.15254211,10.508591,0.0725708,0.002410889,0.039245605
2022/12/14 18:49,361,-0.014866784,-0.06579412,-0.0809021,0.17446919,-0.026243702,9.805063,-0.008976626,-5.88E-04,-0.9769894,0.2130981,0.1688385,-0.11543274,9.845993,0.14607239,0.010940552,0.060546875
2022/12/14 18:49,400,-0.014545888,-0.0349909,-0.61722755,0.17097346,0.010409417,9.805154,-0.008347192,-0.002475876,-0.97657406,0.21500534,0.17602539,0.034194946,9.219315,0.03315735,0.015197754,0.05203247
2022/12/14 18:49,440,0.11076318,0.092461534,-0.22929955,0.16672206,-0.005646233,9.805231,-0.008406567,-0.001283491,-0.9762344,0.21655056,0.26042175,0.028808594,9.829239,-0.11705017,0.009872437,0.010482788
2022/12/14 18:49,480,-0.057078212,-0.05727531,0.3289671,0.1663378,-0.052696347,9.805099,-0.008973429,9.14E-04,-0.97592294,0.21792896,0.090423584,-0.095687866,10.220093,-0.066970825,-0.03060913,0.041381836
2022/12/14 18:49,520,-0.05103691,-0.018476449,0.078912735,0.17600301,-0.066177666,9.804847,-0.009509718,0.001352874,-0.9754568,0.2199815,0.2268982,-0.107055664,9.998032,-0.013717651,-0.002914429,0.06587219
2022/12/14 18:49,560,0.11578646,0.005371586,0.01870346,0.17084213,-0.06873309,9.804921,-0.009234359,0.001492914,-0.9750901,0.22161195,0.24604797,-0.08731079,9.935776,0.001205444,0.01838684,0.023269653
2022/12/14 18:49,601,0.10007611,-0.057348438,-0.14503765,0.16835034,-0.072408505,9.804937,-0.009180561,0.001768869,-0.9747702,0.22301488,0.25862122,-0.10406494,9.802902,-0.028625488,0.014129639,0.046707153
2022/12/14 18:49,640,0.03775467,-0.022125758,0.077973366,0.16104826,-0.093602866,9.804881,-0.009063022,0.002956443,-0.9745061,0.22415844,0.2376709,-0.16511536,10.106964,-0.05632019,0.019454956,0.046707153
2022/12/14 18:49,680,-0.15657212,-0.12955609,0.4079895,0.15664886,-0.093569845,9.804952,-0.00882744,0.002666034,-0.974294,0.2250914,0.09880066,-0.19026184,10.166824,0.07896423,-0.006103516,0.0541687
2022/12/14 18:49,720,0.2993054,0.14306289,-0.59117126,0.17699479,-0.07703252,9.8047495,-0.009678536,0.001788212,-0.97411865,0.22582294,0.49145508,0.062927246,9.322266,-0.028625488,-0.057235718,0.001968384
2022/12/14 18:49,761,0.06422819,-0.022678792,0.18213081,0.18663752,-0.10873815,9.80427,-0.010522538,0.003252646,-0.9741191,0.22576666,0.22988892,-0.12741089,10.222488,-0.08615112,0.020523071,-0.03211975
2022/12/14 18:49,800,-0.017456979,0.1070521,0.41593742,0.17471458,-0.109710224,9.80448,-0.009807882,0.003286138,-0.97421837,0.2253699,0.14430237,-0.040023804,10.28952,0.06510925,0.04182434,-0.0438385
2022/12/14 18:49,840,-0.09735757,-0.10677647,-0.18039894,0.16850866,-0.08239574,9.804855,-0.009294121,0.002036456,-0.9742253,0.22537638,0.116760254,-0.17649841,9.745438,0.052337646,-7.78E-04,-1.68E-04
2022/12/14 18:49,880,0.06735276,0.008710682,-0.33260632,0.16727486,-0.07971885,9.804899,-0.009256624,0.002160761,-0.9741788,0.22557774,0.24964905,-0.075927734,9.645477,-0.049926758,0.002410889,-0.011886597
2022/12/14 18:49,921,-0.07618813,0.001526713,0.29836655,0.16981936,-0.10306986,9.804638,-0.009689569,0.003231032,-0.97422737,0.22533682,0.028182983,-0.14776611,10.312866,-0.033950806,-0.024215698,-0.016143799
2022/12/14 18:49,960,0.122449175,0.044482216,0.1339035,0.17397402,-0.09609974,9.804636,-0.009706914,0.002643499,-0.9742097,0.22542012,0.28735352,-0.044204712,10.007614,0.053390503,0.006668091,-0.011886597
2022/12/14 18:49,1000,0.092755705,0.07303374,0.013314247,0.1704993,-0.07435089,9.804886,-0.009253056,0.001606256,-0.97429323,0.22508772,0.22988892,0.018035889,9.907043,0.055526733,0.01838684,-0.033187866
