Timestamp,Milliseconds,X,Y,Z
2022-11-20 17:35:24,5,0.23250604,-0.29349816,-0.11654949
2022-11-20 17:35:24,41,-0.7808656,-0.21573406,0.18612576
2022-11-20 17:35:24,82,-0.37108064,-1.0614035,0.85340214
2022-11-20 17:35:24,121,0.72157204,-0.35807943,0.71595
2022-11-20 17:35:24,161,-0.26563352,-0.32439983,-0.6120081
2022-11-20 17:35:24,201,0.5729265,-0.18644118,-0.92476654
2022-11-20 17:35:24,242,0.69061005,-0.15622294,-0.25639725
2022-11-20 17:35:24,281,0.3207511,-0.29572725,-0.06814289
2022-11-20 17:35:24,321,0.12193048,-0.26614642,0.2643919
2022-11-20 17:35:24,362,-0.21379018,-0.30312276,-0.1674738
2022-11-20 17:35:24,401,-0.08125794,-0.3466257,0.36452007
2022-11-20 17:35:24,441,0.4760145,-0.15952528,0.23461151
2022-11-20 17:35:24,482,-0.106928974,-0.33250272,0.57687473
2022-11-20 17:35:24,521,-0.13301778,-0.35921907,-0.025594711
2022-11-20 17:35:24,561,0.4580711,-0.25987887,0.15429306
2022-11-20 17:35:24,601,0.16082728,-0.36109018,-0.076187134
2022-11-20 17:35:24,642,0.11778027,-0.28642178,-0.025374413
2022-11-20 17:35:24,681,0.19580305,-0.3382802,0.16430664
2022-11-20 17:35:24,721,0.038293898,-0.33849335,0.34856796
2022-11-20 17:35:24,761,-0.072336435,-0.28849733,0.24027348
2022-11-20 17:35:24,802,0.06435722,-0.33677828,0.010801315
2022-11-20 17:35:24,844,0.07996613,-0.23123837,-0.13753605
2022-11-20 17:35:24,881,0.2430507,-0.16928911,-0.51379585
2022-11-20 17:35:24,921,-0.09106177,-0.2563063,0.28879356
2022-11-20 17:35:24,962,0.11481911,-0.18244982,0.34733677
2022-11-20 17:35:25,1001,0.0840472,-0.2247622,0.12480068
2022-11-20 17:35:25,1041,6.3472986E-4,-0.19772851,0.11251545
2022-11-20 17:35:25,1081,0.037724614,-0.2335633,-0.1444788
2022-11-20 17:35:25,1121,0.06265062,-0.26058316,0.20907593
2022-11-20 17:35:25,1162,0.0012521744,-0.2603271,-0.06714153
2022-11-20 17:35:25,1201,0.081155,-0.18530035,-0.1533289
2022-11-20 17:35:25,1241,-0.20310676,-0.37562108,0.7489462
2022-11-20 17:35:25,1281,0.10971594,-0.29194283,0.24528027
2022-11-20 17:35:25,1322,0.15082145,-0.104497194,-0.061798096
2022-11-20 17:35:25,1361,0.23396719,0.05992937,-0.13734531
2022-11-20 17:35:25,1402,0.37976265,0.03351283,0.23913574
2022-11-20 17:35:25,1441,-0.14480531,-0.21056163,0.37896442
2022-11-20 17:35:25,1481,-0.011315823,-0.32784402,-0.13038158
2022-11-20 17:35:25,1522,-0.1699987,-0.31859076,0.0080013275
2022-11-20 17:35:25,1561,-0.1439963,-0.17443073,-0.10282326
2022-11-20 17:35:25,1601,0.30856615,-0.11318874,-0.19349957
2022-11-20 17:35:25,1642,0.078193605,-0.14983654,0.1943512
2022-11-20 17:35:25,1681,0.20756555,-0.14264226,-0.11500454
2022-11-20 17:35:25,1722,0.001964748,-0.11106753,0.3146181
2022-11-20 17:35:25,1761,0.17791343,-0.10500443,-0.0712738
2022-11-20 17:35:25,1801,0.115260184,-0.10394883,-0.19956589
2022-11-20 17:35:25,1842,-0.21535993,-0.28996384,-0.11343098
2022-11-20 17:35:25,1881,-0.045677662,-0.237342,0.33171368
2022-11-20 17:35:25,1921,-0.09021151,-0.1932118,0.27254295
2022-11-20 17:35:25,1962,-0.010743797,-0.14326638,-0.08917332
2022-11-20 17:35:26,2001,0.1809566,-0.19480681,-0.12655258
2022-11-20 17:35:26,2042,0.46704817,-0.24019563,0.41538906
2022-11-20 17:35:26,2081,0.29145253,-0.08687353,0.23771
2022-11-20 17:35:26,2121,0.6959719,0.120253086,0.316473
2022-11-20 17:35:26,2162,0.3377571,-0.030762315,0.09680176
2022-11-20 17:35:26,2201,-0.06460893,-0.34305418,0.004160881
2022-11-20 17:35:26,2242,0.5106634,-0.39117146,0.098031044
2022-11-20 17:35:26,2281,0.09023619,-0.45913702,-0.0019779205
2022-11-20 17:35:26,2321,0.48416603,-0.032589078,-0.17381
2022-11-20 17:35:26,2361,-0.2512865,-0.3707502,0.25561905
2022-11-20 17:35:26,2401,-0.6484593,-0.22000712,0.041630745
2022-11-20 17:35:26,2441,-0.54393303,0.3222677,-0.2836647
2022-11-20 17:35:26,2481,0.33860487,0.6600476,0.1623888
2022-11-20 17:35:26,2522,0.0011698604,0.5590665,-0.2613783
2022-11-20 17:35:26,2561,-0.20802444,0.47699428,0.87743855
2022-11-20 17:35:26,2601,-0.37546182,0.83597404,-0.04254341
2022-11-20 17:35:26,2641,-0.34314114,0.7565495,-0.29781532
2022-11-20 17:35:26,2682,-0.56975955,0.41784847,-0.47684574
2022-11-20 17:35:26,2721,0.06066972,0.63634086,-0.3469982
2022-11-20 17:35:26,2761,-0.17224848,0.7628069,-0.07940292
2022-11-20 17:35:26,2801,-0.30937344,0.6228548,0.17028713
2022-11-20 17:35:26,2842,-0.25134975,0.9272193,-0.59097195
2022-11-20 17:35:26,2881,-0.8236931,0.95567805,-0.5955448
2022-11-20 17:35:26,2921,0.15944088,0.4813307,1.4760809
2022-11-20 17:35:26,2961,-0.15413016,-0.39262044,2.9648285
2022-11-20 17:35:27,3002,-0.2657184,-0.23705459,1.159153
2022-11-20 17:35:27,3041,0.49683017,0.08375949,0.77672863
2022-11-20 17:35:27,3081,-0.06599504,-0.5017269,1.4242601
2022-11-20 17:35:27,3122,0.5695855,-1.101431,2.818182
2022-11-20 17:35:27,3161,-0.44716835,-0.9546852,1.4811697
2022-11-20 17:35:27,3201,0.8496641,-0.27137616,-0.26464367
2022-11-20 17:35:27,3241,0.9673569,-0.12523016,-0.6224632
2022-11-20 17:35:27,3282,1.0617733,0.1326507,-1.4524069
2022-11-20 17:35:27,3321,0.7069708,-0.13415954,-0.5817661
2022-11-20 17:35:27,3361,0.12733334,-0.01876697,-0.9182644
2022-11-20 17:35:27,3402,0.13852137,0.21868497,-1.6695719
2022-11-20 17:35:27,3441,0.60960674,0.5462513,-1.6963024
2022-11-20 17:35:27,3481,-0.09172225,0.054857105,0.12445259
2022-11-20 17:35:27,3521,0.22318774,0.3075257,-0.885911
2022-11-20 17:35:27,3561,0.4543352,0.37266484,-0.34376144
2022-11-20 17:35:27,3602,-0.25117713,-0.077853024,0.9860468
2022-11-20 17:35:27,3641,0.3043365,0.25657353,1.9592505
2022-11-20 17:35:27,3682,-0.27783978,0.6511985,0.480258
2022-11-20 17:35:27,3721,0.9832848,0.1202842,1.6923504
2022-11-20 17:35:27,3761,0.21916074,-0.9481153,4.0557985
2022-11-20 17:35:27,3802,-0.7448092,-0.7844032,-0.2773819
2022-11-20 17:35:27,3841,-0.38924354,-0.6726528,-1.3417969
2022-11-20 17:35:27,3881,-0.75911385,-0.97913873,-0.3913164
2022-11-20 17:35:27,3922,-0.68267334,-0.6958159,-0.7243118
2022-11-20 17:35:27,3961,-1.0551304,-0.85884434,0.6843338
2022-11-20 17:35:28,4001,-0.48279405,-0.29165548,-1.3905354
2022-11-20 17:35:28,4041,-0.32595122,0.028116345,-2.5292082
2022-11-20 17:35:28,4082,0.19382691,0.15303159,-0.9799595
2022-11-20 17:35:28,4121,-0.19310361,0.05577594,-1.9718142
2022-11-20 17:35:28,4161,-1.0956445,-0.32745236,-1.3543882
2022-11-20 17:35:28,4201,0.15934157,0.12082279,-0.75871944
2022-11-20 17:35:28,4241,-0.67329735,0.076337814,-0.83918
2022-11-20 17:35:28,4282,0.15027392,0.26037282,1.0336399
2022-11-20 17:35:28,4321,0.25738728,0.21268135,1.7947512
2022-11-20 17:35:28,4361,0.09846747,0.0021345317,2.8105469
2022-11-20 17:35:28,4402,0.7727152,-0.07997963,2.9379501
2022-11-20 17:35:28,4441,0.5709053,-0.5575165,3.2877512
2022-11-20 17:35:28,4481,0.044909835,-0.5986186,0.5174713
2022-11-20 17:35:28,4522,0.34507346,-0.217116,-1.6989202
2022-11-20 17:35:28,4561,0.34267893,-0.6326798,-0.9804592
2022-11-20 17:35:28,4602,0.3083136,-0.7351305,-0.52232265
2022-11-20 17:35:28,4641,0.06497973,-0.43376452,-0.3291254
2022-11-20 17:35:28,4681,0.057109118,0.0446032,-1.133522
2022-11-20 17:35:28,4722,0.35781035,0.33832023,-1.3539305
2022-11-20 17:35:28,4762,0.46015427,0.35660973,-0.9482889
2022-11-20 17:35:28,4801,0.21651849,0.117708206,-0.48703957
2022-11-20 17:35:28,4842,0.41655993,0.31155294,-1.5919151
2022-11-20 17:35:28,4881,0.2836673,0.2676942,-0.56158066
2022-11-20 17:35:28,4922,0.03780535,0.23610362,-0.9652605
2022-11-20 17:35:28,4962,0.06575605,-0.008351266,0.7512722
2022-11-20 17:35:29,5002,0.36379698,0.1029129,2.365303
2022-11-20 17:35:29,5041,0.2927096,-0.05067411,1.4155703
2022-11-20 17:35:29,5082,-0.13509083,-0.43584707,2.3193445
2022-11-20 17:35:29,5121,-0.0015878677,-0.82171124,2.1693335
2022-11-20 17:35:29,5162,-0.17421997,-0.27628887,1.4517164
2022-11-20 17:35:29,5201,0.13696718,0.0039172173,-0.45398235
2022-11-20 17:35:29,5241,0.045481503,-0.08549973,-1.3173351
2022-11-20 17:35:29,5281,-0.6618701,-0.6856411,-0.4717064
2022-11-20 17:35:29,5321,-0.28230828,-0.55496156,-0.2044344
2022-11-20 17:35:29,5361,-0.61258215,-0.25011638,-1.6997356
2022-11-20 17:35:29,5402,-0.25985223,-0.0011119246,-1.8236513
2022-11-20 17:35:29,5441,-0.15124321,0.39142007,-1.986083
2022-11-20 17:35:29,5481,-0.5048653,6.791651E-4,-1.1710863
2022-11-20 17:35:29,5522,-0.2209518,0.16889432,-0.8587055
2022-11-20 17:35:29,5561,-0.32425642,0.16972479,-0.70544434
2022-11-20 17:35:29,5601,-0.6609354,0.03131473,1.0448561
2022-11-20 17:35:29,5642,-0.35553062,0.18085968,2.2714443
2022-11-20 17:35:29,5681,0.29755402,0.5804929,1.9804039
2022-11-20 17:35:29,5722,0.45945996,-0.1702345,2.9520655
